Address,Reward Address1,Reward Address2,Commonwealth Report link,Github issue,Timestamp,Allocation
0x46e49a4d35ae7119887a6cdaa3efc30c5490289f,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.501593906
0x5e1765526ac65365fd246183848bb15f72184cad,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.507547854
0xb14eaea2a50ee5789dcfa80e2f5c5b46a9728569,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.508174485
0x8f243e52a60641e0604ffbad917160a1c9f6b3b6,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.51243485
0x9b8e86d0bc2db9ddbef109788c7e91f215052a0d,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.515914126
0xffa83b19a84cbe64f75c6e5c030aa75ab5ea3d90,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.516003604
0x7330d1e73949f1d8f61b1d982797fe2a00fa411f,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.518608579
0x0b6c4222001bb559785786b5096c37eacdf7358c,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.538675796
0x360f076b55617c82f07f2d18f4d24029a8ea2d0d,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.552976957
0xccbdde7025dd666f6e7217c54532bb1071678f4b,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.555178917
0x56a803655d4e61263e09e9a6e669a1e674f20e1a,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.559982466
0x5a7eaf954d189b196b6cd4c7b37a7bad6db3d601,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.566017606
0x89ee4e830ee77571a664ed2ba623aa9e5f892a52,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.572087351
0x1a25004e2432f624caca43cdff2417e036fdf22d,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.578566189
0xca9c61116f2f121d425b7350021f30e4b37889a7,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.591913246
0xe80a1ae49facdcc5fc6b20d3aabab59ae46e1bcb,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.630502199
0xff860b1d5e1d913ec8875b9058d8c22584c84ad2,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.632968232
0xaaff55c0d76279f55a86aaadac15a03b108cc045,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.633425123
0x76ee0f19df2a5c078697d075fe3891582586d2a0,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.637033387
0xc97ffee34f1a73e245c6589fa450d103d66cc7c8,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.640206812
0x40beed75dcc09ec71ba8aed18c5b89b36d6371cc,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.650249001
0x7b661fa697d0a45300544e26b784744dbf8e2899,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.650686434
0xc847c03b8256047189d232891002b746eaff715c,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.651471996
0x55d5c51d33cf53fedd7dcebd456e3a0e4c231812,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.655340859
0xbfd37a09871d3fc9d91ca25e3093096c221e6cab,0xd03fdaf0afe4bcbb8ddedda54eb7d152b3d2fd8b,,https://commonwealth.im/layerzero/discussion/18927,34,2024-05-18 02:00:32+00:00,2.671056877
